,content,page_number,pdf_name,t_x1,t_x2,t_y1,t_y2,x1,x2,y1,y2
456,9%,1,eu-003,209,519,407,529,449,462,430,440
457,4 reclassifications,1,eu-003,209,519,407,529,92,168,418,429
458,1,1,eu-003,209,519,407,529,209,215,418,429
459,1%,1,eu-003,209,519,407,529,289,302,418,429
460,0,1,eu-003,209,519,407,529,369,375,418,429
461,0%,1,eu-003,209,519,407,529,449,462,418,429
462,Total,1,eu-003,209,519,407,529,92,113,407,417
463,100,1,eu-003,209,519,407,529,209,226,407,417
464,22,1,eu-003,209,519,407,529,369,380,407,417
465,"Reclassification
from Fair value
through profit
and loss to
loans and
receivables",1,eu-003,164,489,142,373,164,229,308,373
466,"Reclassification
from Available
for Sale to
loans and
receivables",1,eu-003,164,489,142,373,239,304,319,373
467,"Reclassification
from Fair value
through profit
and loss to
Available for
sale",1,eu-003,164,489,142,373,314,379,308,373
468,"Reclassification
from Fair value
through profit
and loss to
Held to
Maturity",1,eu-003,164,489,142,373,389,454,308,373
469,Total,1,eu-003,164,489,142,373,464,485,362,373
470,"Number of
financial
companies
who applied
the option for
this category",1,eu-003,164,489,142,373,92,154,231,296
471,27,1,eu-003,164,489,142,373,164,175,285,296
472,16,1,eu-003,164,489,142,373,239,250,285,296
473,23,1,eu-003,164,489,142,373,314,325,285,296
474,15,1,eu-003,164,489,142,373,389,400,285,296
475,81,1,eu-003,164,489,142,373,464,475,285,296
476,"Percentage of
all financial
companies
analysed who
applied the
option for this
category",1,eu-003,164,489,142,373,92,154,154,230
477,33%,1,eu-003,164,489,142,373,164,183,219,230
478,20%,1,eu-003,164,489,142,373,239,258,219,230
479,28%,1,eu-003,164,489,142,373,314,333,219,230
480,19%,1,eu-003,164,489,142,373,389,408,219,230
481,100%,1,eu-003,164,489,142,373,464,489,219,230
482,"Number of
financial
companies
where the
disclosure
requirements
were stricter",1,eu-003,164,489,142,373,92,154,77,153
483,8,1,eu-003,164,489,142,373,164,169,142,153
484,3,1,eu-003,164,489,142,373,239,245,142,153
485,6,1,eu-003,164,489,142,373,314,320,142,153
486,2,1,eu-003,164,489,142,373,389,395,142,153
487,19,1,eu-003,164,489,142,373,464,475,142,153
488,"per capita
GNP ($000)
1995",2,eu-004,153,97,505,743,153,203,710,743
489,"population
1995 (mn)",2,eu-004,153,97,505,743,218,264,722,743
490,"Number of
retail outlets
(000)",2,eu-004,153,97,505,743,280,333,710,743
491,"inhabitants
per outlet",2,eu-004,153,97,505,743,347,395,722,743
492,"Retail
sales
(Ecu bn)",2,eu-004,153,97,505,743,412,449,710,743
493,"Retail sales
per outlet
(Ecu 000)",2,eu-004,153,97,505,743,468,516,710,743
494,Germany,2,eu-004,153,97,505,743,78,118,697,708
495,27.5,2,eu-004,153,97,505,743,169,188,697,708
496,81.9,2,eu-004,153,97,505,743,232,251,697,708
497,415.3,2,eu-004,153,97,505,743,294,319,697,708
498,196,2,eu-004,153,97,505,743,362,379,697,708
499,373,2,eu-004,153,97,505,743,423,439,697,708
500,898,2,eu-004,153,97,505,743,483,500,697,708
501,France,2,eu-004,153,97,505,743,78,107,683,694
502,25.0,2,eu-004,153,97,505,743,169,188,683,694
503,58.1,2,eu-004,153,97,505,743,232,251,683,694
504,343.4,2,eu-004,153,97,505,743,294,319,683,694
505,169,2,eu-004,153,97,505,743,362,379,683,694
506,292,2,eu-004,153,97,505,743,423,439,683,694
507,850,2,eu-004,153,97,505,743,483,500,683,694
508,UK,2,eu-004,153,97,505,743,78,93,669,680
509,18.7,2,eu-004,153,97,505,743,169,188,669,680
510,58.6,2,eu-004,153,97,505,743,232,251,669,680
511,289.9,2,eu-004,153,97,505,743,294,319,669,680
512,202,2,eu-004,153,97,505,743,362,379,669,680
513,233,2,eu-004,153,97,505,743,423,439,669,680
514,803,2,eu-004,153,97,505,743,483,500,669,680
515,Italy,2,eu-004,153,97,505,743,78,97,656,667
516,19.0,2,eu-004,153,97,505,743,169,188,656,667
517,57.3,2,eu-004,153,97,505,743,232,251,656,667
518,627.2,2,eu-004,153,97,505,743,294,319,656,667
519,91,2,eu-004,153,97,505,743,365,376,656,667
520,311,2,eu-004,153,97,505,743,423,439,656,667
521,496,2,eu-004,153,97,505,743,483,500,656,667
522,Spain,2,eu-004,153,97,505,743,78,102,642,653
523,13.6,2,eu-004,153,97,505,743,169,188,642,653
524,39.3,2,eu-004,153,97,505,743,232,251,642,653
525,440.2,2,eu-004,153,97,505,743,294,319,642,653
526,89,2,eu-004,153,97,505,743,365,376,642,653
527,89,2,eu-004,153,97,505,743,425,436,642,653
528,202,2,eu-004,153,97,505,743,483,500,642,653
529,Netherlands,2,eu-004,153,97,505,743,78,130,628,639
530,24.0,2,eu-004,153,97,505,743,169,188,628,639
531,15.4,2,eu-004,153,97,505,743,232,251,628,639
532,123.3,2,eu-004,153,97,505,743,294,319,628,639
533,125,2,eu-004,153,97,505,743,362,379,628,639
534,61,2,eu-004,153,97,505,743,425,436,628,639
535,494,2,eu-004,153,97,505,743,483,500,628,639
536,Belgium/Lux,2,eu-004,153,97,505,743,78,136,615,626
537,25.7,2,eu-004,153,97,505,743,169,188,615,626
538,10.6,2,eu-004,153,97,505,743,232,251,615,626
539,110,2,eu-004,153,97,505,743,298,315,615,626
540,92,2,eu-004,153,97,505,743,365,376,615,626
541,33,2,eu-004,153,97,505,743,425,436,615,626
542,300,2,eu-004,153,97,505,743,483,500,615,626
543,Greece,2,eu-004,153,97,505,743,78,109,601,612
544,8.2,2,eu-004,153,97,505,743,172,185,601,612
545,10.4,2,eu-004,153,97,505,743,232,251,601,612
546,170.7,2,eu-004,153,97,505,743,294,319,601,612
547,61,2,eu-004,153,97,505,743,365,376,601,612
548,25,2,eu-004,153,97,505,743,425,436,601,612
549,147,2,eu-004,153,97,505,743,483,500,601,612
550,Portugal,2,eu-004,153,97,505,743,78,114,587,598
551,9.7,2,eu-004,153,97,505,743,171,185,587,598
552,9.9,2,eu-004,153,97,505,743,234,248,587,598
553,130.4,2,eu-004,153,97,505,743,294,319,587,598
554,76,2,eu-004,153,97,505,743,365,376,587,598
555,26,2,eu-004,153,97,505,743,425,436,587,598
556,200,2,eu-004,153,97,505,743,483,500,587,598
557,Sweden,2,eu-004,153,97,505,743,78,112,574,585
558,23.8,2,eu-004,153,97,505,743,169,188,574,585
559,8.8,2,eu-004,153,97,505,743,234,248,574,585
560,52.8,2,eu-004,153,97,505,743,297,316,574,585
561,167,2,eu-004,153,97,505,743,362,379,574,585
562,29,2,eu-004,153,97,505,743,425,436,574,585
563,547,2,eu-004,153,97,505,743,483,500,574,585
564,Austria,2,eu-004,153,97,505,743,78,110,560,571
565,26.9,2,eu-004,153,97,505,743,169,188,560,571
566,8.1,2,eu-004,153,97,505,743,234,248,560,571
567,37.7,2,eu-004,153,97,505,743,297,316,560,571
568,214,2,eu-004,153,97,505,743,362,379,560,571
569,31,2,eu-004,153,97,505,743,425,436,560,571
570,822,2,eu-004,153,97,505,743,483,500,560,571
571,Denmark,2,eu-004,153,97,505,743,78,118,546,557
572,29.9,2,eu-004,153,97,505,743,169,188,546,557
573,5.2,2,eu-004,153,97,505,743,234,248,546,557
574,40.9,2,eu-004,153,97,505,743,297,316,546,557
575,128,2,eu-004,153,97,505,743,362,379,546,557
576,28,2,eu-004,153,97,505,743,425,436,546,557
577,684,2,eu-004,153,97,505,743,483,500,546,557
578,Finland,2,eu-004,153,97,505,743,78,111,533,544
579,20.6,2,eu-004,153,97,505,743,169,188,533,544
580,5.1,2,eu-004,153,97,505,743,234,248,533,544
581,31.7,2,eu-004,153,97,505,743,297,316,533,544
582,162,2,eu-004,153,97,505,743,362,379,533,544
583,22,2,eu-004,153,97,505,743,425,436,533,544
584,694,2,eu-004,153,97,505,743,483,500,533,544
585,Ireland,2,eu-004,153,97,505,743,78,108,519,530
586,14.7,2,eu-004,153,97,505,743,169,188,519,530
587,3.6,2,eu-004,153,97,505,743,234,248,519,530
588,35.9,2,eu-004,153,97,505,743,297,316,519,530
589,101,2,eu-004,153,97,505,743,362,379,519,530
590,12,2,eu-004,153,97,505,743,425,436,519,530
591,334,2,eu-004,153,97,505,743,483,500,519,530
592,EU15 Total,2,eu-004,153,97,505,743,78,129,505,516
593,372.3,2,eu-004,153,97,505,743,229,254,505,516
594,3236.5,2,eu-004,153,97,505,743,291,322,505,516
595,115,2,eu-004,153,97,505,743,362,379,505,516
596,1565,2,eu-004,153,97,505,743,420,442,505,516
597,549,2,eu-004,153,97,505,743,483,500,505,516
598,"population
1995 (mn)",2,eu-004,152,97,157,399,152,202,375,399
599,"number of
food outlets
1996/7 (000)*",2,eu-004,152,97,157,399,215,278,362,399
600,"inhabitants
per outlet
1996/7",2,eu-004,152,97,157,399,296,349,362,399
601,"number of food
outlets 1992/3
(000)**",2,eu-004,152,97,157,399,368,441,362,399
602,"inhabitants
per outlet
1992/3",2,eu-004,152,97,157,399,460,513,362,399
603,Germany,2,eu-004,152,97,157,399,77,118,349,360
604,81.9,2,eu-004,152,97,157,399,167,187,349,360
605,73.6,2,eu-004,152,97,157,399,237,256,349,360
606,1111,2,eu-004,152,97,157,399,311,333,349,360
607,44,2,eu-004,152,97,157,399,399,410,349,360
608,1883,2,eu-004,152,97,157,399,475,497,349,360
609,France,2,eu-004,152,97,157,399,77,107,335,346
610,58.1,2,eu-004,152,97,157,399,167,187,335,346
611,34.8,2,eu-004,152,97,157,399,237,256,335,346
612,1667,2,eu-004,152,97,157,399,311,333,335,346
613,87,2,eu-004,152,97,157,399,399,410,335,346
614,670,2,eu-004,152,97,157,399,478,495,335,346
615,UK,2,eu-004,152,97,157,399,77,93,321,332
616,58.6,2,eu-004,152,97,157,399,167,187,321,332
617,33.9,2,eu-004,152,97,157,399,237,256,321,332
618,1667,2,eu-004,152,97,157,399,311,333,321,332
619,60,2,eu-004,152,97,157,399,399,410,321,332
620,975,2,eu-004,152,97,157,399,478,495,321,332
621,Italy,2,eu-004,152,97,157,399,77,97,308,319
622,57.3,2,eu-004,152,97,157,399,167,187,308,319
623,114.6,2,eu-004,152,97,157,399,234,259,308,319
624,500,2,eu-004,152,97,157,399,314,331,308,319
625,296,2,eu-004,152,97,157,399,396,413,308,319
626,193,2,eu-004,152,97,157,399,478,495,308,319
627,Spain,2,eu-004,152,97,157,399,77,102,294,305
628,39.3,2,eu-004,152,97,157,399,167,187,294,305
629,79,2,eu-004,152,97,157,399,241,252,294,305
630,476,2,eu-004,152,97,157,399,314,330,294,305
631,177,2,eu-004,152,97,157,399,396,413,294,305
632,223,2,eu-004,152,97,157,399,478,495,294,305
633,Netherlands,2,eu-004,152,97,157,399,77,130,280,291
634,15.4,2,eu-004,152,97,157,399,167,187,280,291
635,6,2,eu-004,152,97,157,399,244,249,280,291
636,2500,2,eu-004,152,97,157,399,311,333,280,291
637,21,2,eu-004,152,97,157,399,399,410,280,291
638,748,2,eu-004,152,97,157,399,478,495,280,291
639,Belgium/Lux,2,eu-004,152,97,157,399,77,135,267,278
640,10.6,2,eu-004,152,97,157,399,167,187,267,278
641,13,2,eu-004,152,97,157,399,241,252,267,278
642,769,2,eu-004,152,97,157,399,314,331,267,278
643,37,2,eu-004,152,97,157,399,399,410,267,278
644,289,2,eu-004,152,97,157,399,478,495,267,278
645,Greece,2,eu-004,152,97,157,399,77,108,253,264
646,10.4,2,eu-004,152,97,157,399,167,186,253,264
647,17.2,2,eu-004,152,97,157,399,237,256,253,264
648,588,2,eu-004,152,97,157,399,314,330,253,264
649,54,2,eu-004,152,97,157,399,399,410,253,264
650,194,2,eu-004,152,97,157,399,478,495,253,264
651,Portugal,2,eu-004,152,97,157,399,77,114,239,250
652,9.9,2,eu-004,152,97,157,399,170,184,239,250
653,27.3,2,eu-004,152,97,157,399,237,256,239,250
654,344,2,eu-004,152,97,157,399,314,330,239,250
655,53,2,eu-004,152,97,157,399,399,410,239,250
656,188,2,eu-004,152,97,157,399,478,495,239,250
657,Sweden,2,eu-004,152,97,157,399,77,111,226,237
658,8.8,2,eu-004,152,97,157,399,170,184,226,237
659,6.2,2,eu-004,152,97,157,399,240,253,226,237
660,1428,2,eu-004,152,97,157,399,311,333,226,237
661,14,2,eu-004,152,97,157,399,399,410,226,237
662,609,2,eu-004,152,97,157,399,478,495,226,237
663,Austria,2,eu-004,152,97,157,399,77,109,212,223
664,8.1,2,eu-004,152,97,157,399,170,184,212,223
665,7.2,2,eu-004,152,97,157,399,240,254,212,223
666,1111,2,eu-004,152,97,157,399,311,333,212,223
667,7,2,eu-004,152,97,157,399,402,407,212,223
668,1157,2,eu-004,152,97,157,399,475,497,212,223
669,Denmark,2,eu-004,152,97,157,399,77,117,198,209
670,5.2,2,eu-004,152,97,157,399,170,184,198,209
671,3.2,2,eu-004,152,97,157,399,240,253,198,209
672,1667,2,eu-004,152,97,157,399,311,333,198,209
673,12,2,eu-004,152,97,157,399,399,410,198,209
674,446,2,eu-004,152,97,157,399,478,495,198,209
675,Finland,2,eu-004,152,97,157,399,77,110,185,195
676,5.1,2,eu-004,152,97,157,399,170,184,185,195
677,4.1,2,eu-004,152,97,157,399,240,253,185,195
678,1250,2,eu-004,152,97,157,399,311,333,185,195
679,7,2,eu-004,152,97,157,399,402,407,185,195
680,743,2,eu-004,152,97,157,399,478,495,185,195
681,Ireland,2,eu-004,152,97,157,399,77,108,171,182
682,3.6,2,eu-004,152,97,157,399,170,184,171,182
683,9.5,2,eu-004,152,97,157,399,240,253,171,182
684,370,2,eu-004,152,97,157,399,314,330,171,182
685,9,2,eu-004,152,97,157,399,402,407,171,182
686,383,2,eu-004,152,97,157,399,478,495,171,182
687,EU15 Total,2,eu-004,152,97,157,399,77,128,157,168
688,372.3,2,eu-004,152,97,157,399,165,189,157,168
689,429.4,2,eu-004,152,97,157,399,234,259,157,168
690,867,2,eu-004,152,97,157,399,314,331,157,168
691,876,2,eu-004,152,97,157,399,396,413,157,168
692,425,2,eu-004,152,97,157,399,478,495,157,168
693,"population
(mn)",3,eu-004,160,514,182,259,160,210,236,259
694,"number of
enterprises
(000)",3,eu-004,160,514,182,259,234,285,223,259
695,"population
per
enterprise",3,eu-004,160,514,182,259,309,360,223,259
696,"turnover
(mn ecu)",3,eu-004,160,514,182,259,389,430,236,259
697,"turnover per
enterprise
(000 ecu)",3,eu-004,160,514,182,259,454,514,223,259
698,EU15,3,eu-004,160,514,182,259,79,104,209,220
699,372.3,3,eu-004,160,514,182,259,173,197,209,220
700,2553,3,eu-004,160,514,182,259,249,271,209,220
701,146,3,eu-004,160,514,182,259,326,343,209,220
702,1261,3,eu-004,160,514,182,259,398,420,209,220
703,494,3,eu-004,160,514,182,259,476,493,209,220
704,USA,3,eu-004,160,514,182,259,79,101,196,207
705,263.1,3,eu-004,160,514,182,259,173,197,196,207
706,1530,3,eu-004,160,514,182,259,249,271,196,207
707,171,3,eu-004,160,514,182,259,326,343,196,207
708,1350,3,eu-004,160,514,182,259,398,420,196,207
709,883,3,eu-004,160,514,182,259,476,493,196,207
710,Japan,3,eu-004,160,514,182,259,79,104,182,193
711,125.2,3,eu-004,160,514,182,259,172,197,182,193
712,1519,3,eu-004,160,514,182,259,249,271,182,193
713,82,3,eu-004,160,514,182,259,329,340,182,193
714,682,3,eu-004,160,514,182,259,401,418,182,193
715,449,3,eu-004,160,514,182,259,476,493,182,193
716,"% growth in total
retail sales volume,
1990-94",4,eu-004,118,464,238,466,256,345,430,466
717,"value of food sales
1996 (1990=100)",4,eu-004,118,464,238,466,379,464,443,466
718,Austria,4,eu-004,118,464,238,466,118,151,416,427
719,n.a.,4,eu-004,118,464,238,466,293,309,416,427
720,113.4,4,eu-004,118,464,238,466,409,434,416,427
721,Belgium/Luxembourg,4,eu-004,118,464,238,466,118,215,403,414
722,6.9,4,eu-004,118,464,238,466,294,307,403,414
723,130.7,4,eu-004,118,464,238,466,409,434,403,414
724,Denmark,4,eu-004,118,464,238,466,118,159,389,400
725,6.4,4,eu-004,118,464,238,466,294,307,389,400
726,123.8,4,eu-004,118,464,238,466,409,434,389,400
727,Finland,4,eu-004,118,464,238,466,118,152,375,386
728,n.a.,4,eu-004,118,464,238,466,293,309,375,386
729,95.2,4,eu-004,118,464,238,466,415,434,375,386
730,France,4,eu-004,118,464,238,466,118,148,362,372
731,5.8,4,eu-004,118,464,238,466,294,307,362,372
732,113.4,4,eu-004,118,464,238,466,409,434,362,372
733,Germany,4,eu-004,118,464,238,466,118,159,348,359
734,6.5,4,eu-004,118,464,238,466,294,307,348,359
735,111.4**,4,eu-004,118,464,238,466,404,439,348,359
736,Greece,4,eu-004,118,464,238,466,118,149,334,345
737,-10.8,4,eu-004,118,464,238,466,289,312,334,345
738,147.2***,4,eu-004,118,464,238,466,401,442,334,345
739,Ireland,4,eu-004,118,464,238,466,118,149,321,331
740,12.0,4,eu-004,118,464,238,466,291,310,321,331
741,130.1,4,eu-004,118,464,238,466,409,434,321,331
742,Italy,4,eu-004,118,464,238,466,118,138,307,318
743,1.0*,4,eu-004,118,464,238,466,291,310,307,318
744,139.9,4,eu-004,118,464,238,466,409,434,307,318
745,Netherlands,4,eu-004,118,464,238,466,118,171,293,304
746,7.9,4,eu-004,118,464,238,466,294,307,293,304
747,117.4,4,eu-004,118,464,238,466,409,434,293,304
748,Portugal,4,eu-004,118,464,238,466,118,155,279,290
749,n.a.,4,eu-004,118,464,238,466,293,309,279,290
750,180.3,4,eu-004,118,464,238,466,409,434,279,290
751,Spain,4,eu-004,118,464,238,466,118,143,266,277
752,n.a.,4,eu-004,118,464,238,466,293,309,266,277
753,132.5,4,eu-004,118,464,238,466,409,434,266,277
754,Sweden,4,eu-004,118,464,238,466,118,153,252,263
755,n.a.,4,eu-004,118,464,238,466,293,309,252,263
756,109.1,4,eu-004,118,464,238,466,409,434,252,263
757,UK,4,eu-004,118,464,238,466,118,134,238,249
758,8.6,4,eu-004,118,464,238,466,294,307,238,249
759,140.0,4,eu-004,118,464,238,466,409,434,238,249
760,"Current
Level*",6,eu-004,206,97,411,666,206,244,642,666
761,"Change in recent
years**",6,eu-004,206,97,411,666,273,353,642,666
762,Source,6,eu-004,206,97,411,666,429,462,655,666
763,% points,6,eu-004,206,97,411,666,265,303,629,639
764,period,6,eu-004,206,97,411,666,325,353,629,639
765,Austria,6,eu-004,206,97,411,666,78,110,615,626
766,79,6,eu-004,206,97,411,666,219,230,615,626
767,+14,6,eu-004,206,97,411,666,275,292,615,626
768,1990-96,6,eu-004,206,97,411,666,321,357,615,626
769,“Regal” 1997,6,eu-004,206,97,411,666,374,434,615,626
770,Belgium/Luxembourg,6,eu-004,206,97,411,666,78,174,601,612
771,57,6,eu-004,206,97,411,666,219,230,601,612
772,+1,6,eu-004,206,97,411,666,278,290,601,612
773,1988-92,6,eu-004,206,97,411,666,321,357,601,612
774,AIM,6,eu-004,206,97,411,666,374,396,601,612
775,Denmark,6,eu-004,206,97,411,666,78,118,588,598
776,(78),6,eu-004,206,97,411,666,216,234,587,598
777,“Food Business”,6,eu-004,206,97,411,666,374,448,588,598
778,Finland,6,eu-004,206,97,411,666,78,111,574,585
779,96,6,eu-004,206,97,411,666,219,230,574,585
780,+3,6,eu-004,206,97,411,666,278,290,574,585
781,1990-96,6,eu-004,206,97,411,666,321,357,574,585
782,"Nielson, Finland, 1997",6,eu-004,206,97,411,666,374,475,574,585
783,France,6,eu-004,206,97,411,666,78,107,560,571
784,67.2,6,eu-004,206,97,411,666,215,234,560,571
785,+7,6,eu-004,206,97,411,666,278,290,560,571
786,1988-92,6,eu-004,206,97,411,666,321,357,560,571
787,AIM,6,eu-004,206,97,411,666,374,396,560,571
788,Germany,6,eu-004,206,97,411,666,78,118,546,557
789,75.2,6,eu-004,206,97,411,666,215,234,546,557
790,+10,6,eu-004,206,97,411,666,275,292,546,557
791,1988-92,6,eu-004,206,97,411,666,321,357,546,557
792,AIM,6,eu-004,206,97,411,666,374,396,546,557
793,Greece,6,eu-004,206,97,411,666,78,108,533,544
794,(59),6,eu-004,206,97,411,666,216,234,533,544
795,The Retail Pocket Book 1998,6,eu-004,206,97,411,666,374,504,533,544
796,Ireland,6,eu-004,206,97,411,666,78,108,519,530
797,50,6,eu-004,206,97,411,666,219,230,519,530
798,Italy,6,eu-004,206,97,411,666,78,97,505,516
799,30,6,eu-004,206,97,411,666,219,230,505,516
800,Netherlands,6,eu-004,206,97,411,666,78,130,492,503
801,79,6,eu-004,206,97,411,666,219,230,492,502
802,0,6,eu-004,206,97,411,666,281,286,492,502
803,1988-92,6,eu-004,206,97,411,666,321,357,492,503
804,Portugal,6,eu-004,206,97,411,666,78,114,478,489
805,52,6,eu-004,206,97,411,666,219,230,478,489
806,Spain,6,eu-004,206,97,411,666,78,102,464,475
807,38,6,eu-004,206,97,411,666,219,230,464,475
808,+11,6,eu-004,206,97,411,666,275,292,464,475
809,1988-92,6,eu-004,206,97,411,666,321,357,464,475
810,AIM,6,eu-004,206,97,411,666,374,396,464,475
811,Sweden,6,eu-004,206,97,411,666,78,112,451,462
812,87,6,eu-004,206,97,411,666,219,230,450,461
813,+24,6,eu-004,206,97,411,666,275,292,450,461
814,1985-96,6,eu-004,206,97,411,666,321,357,451,462
815,"Supermarket Svenska
Detaljhandel, 1997, for Food
and Daily Goods",6,eu-004,206,97,411,666,374,501,425,462
816,UK,6,eu-004,206,97,411,666,78,93,411,422
817,67,6,eu-004,206,97,411,666,219,230,411,422
818,+7,6,eu-004,206,97,411,666,278,290,411,422
819,1988-92,6,eu-004,206,97,411,666,321,357,411,422
820,AIM,6,eu-004,206,97,411,666,374,396,411,422
821,hypermarkets,7,eu-004,214,97,360,589,225,291,578,589
822,supermarkets,7,eu-004,214,97,360,589,358,423,578,589
823,others*,7,eu-004,214,97,360,589,472,507,578,589
824,1996,7,eu-004,214,97,360,589,214,236,564,575
825,"change
since 1980",7,eu-004,214,97,360,589,268,315,552,575
826,1996,7,eu-004,214,97,360,589,346,368,564,575
827,"change
since 1990",7,eu-004,214,97,360,589,400,447,552,575
828,1996,7,eu-004,214,97,360,589,479,501,564,575
829,Austria,7,eu-004,214,97,360,589,78,110,538,549
830,12,7,eu-004,214,97,360,589,219,230,538,549
831,+3,7,eu-004,214,97,360,589,285,297,538,549
832,52,7,eu-004,214,97,360,589,352,363,538,549
833,+11,7,eu-004,214,97,360,589,414,433,538,549
834,36,7,eu-004,214,97,360,589,484,495,538,549
835,Belgium/Luxembourg,7,eu-004,214,97,360,589,78,175,524,535
836,16,7,eu-004,214,97,360,589,219,230,524,535
837,-,7,eu-004,214,97,360,589,289,293,524,535
838,70,7,eu-004,214,97,360,589,352,363,524,535
839,+5,7,eu-004,214,97,360,589,417,430,524,535
840,14,7,eu-004,214,97,360,589,484,495,524,535
841,Denmark,7,eu-004,214,97,360,589,78,118,510,521
842,17,7,eu-004,214,97,360,589,219,230,510,521
843,n.a.,7,eu-004,214,97,360,589,283,299,510,521
844,59,7,eu-004,214,97,360,589,352,363,510,521
845,+8,7,eu-004,214,97,360,589,417,430,510,521
846,24,7,eu-004,214,97,360,589,484,495,510,521
847,Finland,7,eu-004,214,97,360,589,78,111,497,508
